aptlist-href,size,rooms,price,location,arrondissement,neighborhood,description,keyword search,balcon,terrasse,lumineux,jardin,ascenseur,Floor,étage élevé,dernier étage,étage,cœur,quai,parking,cave,grenier,parquet,piscine,garage,double vitrage,source
 Demander une visite",#VALUE!,FALSE,TRUE,FALSE,FALSE,TRUE,null,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-994e00a1-df37-ba51-c32b-98b6f773389c.htm,202,6,1280000,LYON 4E (69004),4,null,"Croix-Rousse. En co-exclusivité. Dans un cadre verdoyant et privilégié, vous
 serez séduit par cet appartement de 202 m2 entièrement climatisé offrant une superbe vue dégagée sur Lyon. Rénové avec des matériaux de qualité, il bénéficie d'un intérieur raffiné et chaleureux avec de beaux volumes. Une pièce de vie de 65 m2 avec cuisine équipée, salle à  manger et séjour, travsersante Est et Ouest, avec de grandes baies vitrées ouvrant sur un panorama d'exception. Quatre belles chambres dont une suite parentale et un bureau donnant sur un Balcon chauffé. Une cave et deux stationnements complètent ce somptueux appartement. Nème mandat 4776. Réf. annonce : 16816412
 


 Appartement Lyon 04 69004

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,TRUE,FALSE,FALSE,FALSE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-d75cf0d7-d72a-905a-59d2-70f999c37d5a.htm,194,6,1290000,LYON 2E (69002) | Cordeliers Bellecour,2,Cordeliers Bellecour,"RARE! Dans une belle copropriété fin XIXème , au coeur du quartier
 prisé des Jacobins, vous serez séduits par ce magnifique appartement de 180m2 Carrez, 194m2 au sol entièrement rénové par architecte en dernier étage avec ascenseur .Il se compose d'une entrée avec rangements,, un grand séjour orienté ouest, et d'une belle cuisine équipée et son espace dînatoire. Le coin nuit dispose de trois chambres en parquet chêne dont une suite parentale (avec salle d'eau et toilettes indépendants), d'une salle de bains avec sèche-serviettes, et de toilettes séparés.à€ l'étage, vous trouverez une quatrième chambre mansardée et un espace bureau.Les plus incontournables : Nombreux rangements, bonne configuration, espace bureau, trois places de parking à  louer à  proximité immédiate de cet appartement.Chauffage individuel au gaz, cave et grenier, local à  vélosContactez sans plus tarder notre agence pour plus de renseignements.
 


 Appartement Lyon 02 69002

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,FALSE,FALSE,FALSE,FALSE,TRUE,null,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-f7695898-295c-fe25-3377-b628ca01cd2b.htm,204,7,1295000,LYON 2E (69002),2,null,"VENTE APPARTEMENT LYON 2EME 7 PIECES 204 M2 UTILES 4/5 CHAMBRES DANS BEL ANCIEN - BIEN D'EXCEPTION
 Situé dans le quartier recherché de la Presqu'île, nous vous proposons ce bien rare : un superbe appartement traversant, sans vis-à -vis, de 204 m2 utiles (186 m2 Carrez) qui vous permettra de profiter d'une magnifique vue sur le Rhône et les Universités. Il offre une vaste pièce de réception de 56 m2 avec un salon/salle à  manger, une cuisine équipée spacieuse aux lignes contemporaines avec son espace repas, une suite parentale avec balcon, dressing et salle d'eau attenante, puis 3 autres chambres Enfants (4 possibles si nécessaire), une salle de jeux, une salle de bains, WC séparés. Bénéficiant de très beaux volumes et d'une décoration actuelle et soignée, vous serez séduits par son ambiance, ses prestations récentes et de qualité et bien naturellement, par le charme de l'immeuble classé dans lequel il est situé (parquets, boiseries, moulures, cheminées). Parfaitement inséré en Centre-Ville, une belle adresse grâce à  laquelle vous profiterez d'une vie de quartier riche avec son marché, ses commerces de proximité et ses écoles. Avec un accès immédiat aux axes principaux de Lyon (A6, Part Dieu), il est aussi à  distance piétonne immédiate du métro et de la Gare de Perrache. Il a été intégralement rénové (isolation, mode de chauffage individuel, électricité, bains, cuisine), façade de l'immeuble ravalée et communs en cours de réfection également. Il est assorti d'une cave aménagée et d'un parking. Bien d'exception, idéal grande famille ou amateurs de surfaces généreuses, à  découvrir absolument, sans tarder... DPE : NC (en cours). Soumis au régime de la copropriété, immeuble de 29 lots dont 5 d'habitation. Charges courantes annuelles : 1854 euros. HONORAIRES D'AGENCE INCLUS A CHARGE VENDEUR. Votre contact Agence : Guillaume PERRACHON 06 87 94 47 52. Réf. annonce : 18040
 


 Appartement Lyon 02 69002

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,TRUE,FALSE,FALSE,FALSE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-05dd5a04-35c1-64cd-0e0e-8b23787c0bf0.htm,178,7,1300000,LYON 6E (69006) | Les Brotteaux,6,Les Brotteaux,"LYON 6 /QUAI GENERAL SARRAIL/ Emplacement idéal pour cet appartement familial de 178 m2 avec
 vue imprenable sur le Rhône. Divisé en deux appartements au 4 ème étage d'un immeuble de standing avec possibilité de les réunir. Lot n 1 composé d'une entrée, une grande pièce de vie avec cuisine de 49.80 m2, une salle d'eau, une chambre et pour finir une suite parentale avec rangements et salle de bains. Lot n 2 composé d'une cuisine ouverte donnant sur un séjour avec balcon , 3 chambres, une salle d'eau et une salle de bains. Bon rendement locatif pour ce lot, A découvrir au plus vite! Réf. annonce : 869
 


 Appartement Lyon 06 69006

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,TRUE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-3dbeddf3-b4f5-79ba-f6f3-07ad4932c618.htm,174,5,1300000,LYON 6E (69006) | Tête d'Or - Vitton,6,Tête d'Or - Vitton,"Exceptionnelle vue sur le Rhône et la ville + Poss garage double - Lyon 6ème. Quai du
 Rhône. Vue magique.. En étage élevé, 174m2 environ constitué de 2 appartements actuellement séparés mais faciles à  réunir de 108m2 d'un coté et 66m2 de l'autre. Le plus petit loué sous forme de meublé constitue un rapport locatif très interessant. . Dans une configuration familiale, ce bien dispose de belles réceptions de 50m2 plein ouest jouissant d'une vue magnifique, cuisine américaine avec balcon, 2 belles chambres avec leur sanitaire à  la décoration actuelle, l'espace enfant a 3 chambres très calmes ainsi qu'une salle de bains et une salle d'eau, une family room complète ce bien. 2 caves.. Possibilité d'achat d'un très vaste garage à  proximité.. Réf. annonce : 028013E11H4Z
 


 Appartement Lyon 06 69006

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,TRUE,FALSE,FALSE,FALSE,FALSE,null,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-55abda1b-a6c5-1886-ec76-16bb3c9261b7.htm,178,7,1300000,LYON 6E (69006) | Tête d'Or - Vitton,6,Tête d'Or - Vitton,"LYON 6 - QUAI DU Rhône. Superbe vue pour cet appartement familial de 108 m2
 composé d'une entrée ouvrant sur une pièce de réception avec une cuisine à  l'américaine. Une suite parentale avec salle de bains et rangements. Une chambre et une salle de douche. Sur le même palier un appartement de 68 m2 composé de trois chambres avec salles de douche et une pièce à  vivre avec cuisine ouverte donnant sur la cour, pouvant être relié à  l'appartement de maitre. Ce petit appartement peut aussi être loué séparément. Possibilité d'acquérir un garage pouvant contenir environ 3 voitures pour 150 000euros Diagnostics en cours. Réf. annonce : A-68111
 


 Appartement Lyon 06 69006

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,FALSE,FALSE,FALSE,FALSE,FALSE,null,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-c38724fb-5632-f821-c1b3-31fd48b356f3.htm,150,5,1350000,LYON 2E (69002),2,null,"Secteur Confluence, Vue imprenable sur la marina et Fourvière, venez découvrir ce
 somptueux DUPLEX composé de 3 chambres au rez-de chaussée dont une suite parentale, 2 salles de bains et d'un généreux volume composant la cuisine, le séjour et la salle à  manger donnant sur une grande terrasse aménagée... Appartement entièrement refait avec des matériaux nobles et des prestations haut de gamme... Un garage double boxé en enfilade est compris dans cette annonce.Le bien comprend 2 lots, et il est situé dans une copropriété de 160 lots (les charges courantes annuelles moyennes de copropriété sont de 2920à‚¬). Contactez votre conseiller SAFTI : Salim BENNAKHLA, Tél. : 06 66 20 30 08, E-mail : salim.bennakhla@safti.fr - Agent commercial immatriculé au RSAC de LYON sous le numéro 803 500 875 Réf. annonce : 217116
 


 Appartement Lyon 02 69002

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,FALSE,TRUE,FALSE,FALSE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-507948ad-fd83-3c3d-af38-976f960a6090.htm,140,5,1350000,LYON 6E (69006),6,null,"Exceptionnel ! Appartement de 139.95 m2 en dernier étage avec terrasses de 42.55 m2 avec
 Jaccuzi et un balcon de 29.50 m2 de balcon, avec vue panoramique sur Lyon, Fourvière et la Croix-Rousse. a proximité du Métro Masséna, prestations contemporaines de grande qualité. Composé d'une vaste réception avec cuisine US de 58, 45 m2 ouverte sur très belle terrasses plein Sud et balcon, 2 suites complètes et indépendantes possibilité de 3 chambres + bureau. 2 caves, 1 garage + 1 parking possibilité . Copropriété sans procédure en cours. PRIMMO IMMOBILIER 04.78.89.05.60 Réf. annonce : 93343
 


 Appartement Lyon 06 69006

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,TRUE,TRUE,FALSE,FALSE,FALSE,null,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-56032602-313b-0c07-211b-9893e94fa10d.htm,112,4,1351000,LYON 2E (69002),2,null,"Lyon Centre ville T4 112m2 terrasse, garages , cave DERNIàˆRES OPPORTUNITES Quand
 LUXE rime avec PRESTIGE , qualité et prestations ""haut de gamme"" on as une seule adresse à  LYON. Découvrez un nouvel art de vivre au c?ur de la Presqu'île, dans le 2e arrondissement, le concept histoire et prestige accueille cette belle résidence contemporaine aux prestations de grande qualité. Magnifique T4 offrant de beaux volumes 112m2 de pièces de vie spacieuses et lumineuses avec de grande baie vitrée donnant sur le jardin intérieure. Appartement L'architecture contemporaine est soulignée par des terrasses spacieuses , avec une vue magnifique cuisine ouverte sue séjour donnant sur la terrasse , 3 chambres ,sdb et sde ,toilettes sépares. Appartement aux prestations haut de gamme et des stationnements en sous-sol fermé... Une vie pleine d'histoire et d'exception s'offre à  vous. Profitez-en pour écrire la votre!!!!!!! Mme Violetta JEVTOVIC 07 69 09 66 12 / 04 848 555 04 poste 8993 lyon6@maxihome.email Agent commercial indépendant du réseau national clairimmo Maxihome Nème RSAC : 440816171 - Ville du greffe : RSAC LYON Réf. annonce : E1-54MX993
 


 Appartement Lyon 02 69002

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,FALSE,TRUE,FALSE,TRUE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-988742b5-051b-af44-f7ca-7123c21ba725.htm,147,6,1365000,LYON 2E (69002),2,null,"Nature en ville pour ce superbe duplex toit terrasse en parfait état général
 avec vue imprenable sur Fourvière et la Marina. Grande pièce à  vivre ouverte sur terrasse de 90m2 par de larges baies vitrées coulissantes. Vaste cuisine lumineuse, aménagée et équipée (Gaggenau) avec cave intégrée. Partie nuit comprenant 3 chambres (Possibilité 4), salle de bains, salle d'eau, dressing et buanderie. Nombreux rangements. Parquet chêne, volets roulants électriques, arrosage automatique,... Garage double. Réf. annonce : 60139
 


 Appartement Lyon 02 69002

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,FALSE,TRUE,FALSE,FALSE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-f140ed86-31a8-24a2-bf82-e9530e1bbe23.htm,162,4,1370000,LYON 5E (69005) | Saint-Just - Saint-Irénée - Fourviè...,5,Saint-Just - Saint-Irénée - Fourviè...,"Juliette JAQUINOD (06.13.91.98.90) vous propose ce bel appartement de 162 m2 et 80 m2 de terrasse
 au dernier étage d'une résidence de prestige . Il se compose d'un grand séjour de 50m2 et d'une jolie cuisine entièrement équipée et aménagée ouvrant sur deux grandes terrasses. Le coin nuit se compose de 3 grandes chambres dont une suite parentale . 2 wc , buanderie , dressing et cellier . MAGNIFIQUE VUE SUR LYON . Deux grands garages en sous-sols. Réf. annonce : 3417
 


 Appartement Lyon 05 69005

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,FALSE,TRUE,FALSE,FALSE,FALSE,null,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-a5173210-5a67-7f37-6463-4ce4c5b54332.htm,112,4,1385000,LYON 2E (69002) | Bellecour - Carnot,2,Bellecour - Carnot,"Situé à  l'une des adresses les plus prestigieuses de Lyon : place bellecour
 , résidence de prestige, venez découvrir votre T4 atttique de 112 m2, exposition idéale. Prestations de qualité
 


 Appartement Lyon 02 69002

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,FALSE,FALSE,FALSE,FALSE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-097d07f9-d378-b050-1e02-021ec02d7206.htm,112,4,1385000,LYON 2E (69002),2,null,"A proximité de la Place Bellecour et de toutes les commodités, dans un secteur
 recherché, en dernier étage d'un immeuble de très bon standing, cet appartement T4 de 112 m2 bénéficie de très belles prestations, et d'une terrasse orientée plein Sud de 20 m2. Il offre vaste séjour ouvrant sur terrasse, cuisine semi-ouverte, 3 chambres, 1 salle de bains et une salle d'eau. Parking. TERRASSES ET JARDINS - LYON Nème mandat 716. Réf. annonce : 00888
 


 Appartement Lyon 02 69002

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,FALSE,TRUE,FALSE,TRUE,FALSE,null,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-9590981c-dce8-784f-e08e-3e2ed69beeeb.htm?mea=neuf,112,4,1385000,LYON 2E (69002),2,null,"DERNIàˆRES OPPORTUNITES pour habiter sur la plus prestigieuse place de Lyon. Laissez
 -vous séduire par le charme de l'ancien et le confort du neuf. Vivez le prestige dans un appartement d'exception Place Bellecour. Déclinés du studio au 5 pièces duplex avec garage en sous-sol (à  partir du 3 pièces), les appartements se prolongent pour certains d'un balcon ou d'une terrasse plein ciel. Prestations raffinées, volumes exceptionnels. Espace de vente : 31, place Bellecour 69002 LYON - Ouvert les mardi, mercredi et vendredi de 10h à  13h et de 14h15 à  19h. Le jeudi de 14h à  19h. Le samedi de 10h à  12h30 et de 14h à  18h30. - Renseignements au 0805 760 770 (appel et service gratuits) ou sur www.ogic.fr
 


 Appartement Lyon 02 69002

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,TRUE,TRUE,FALSE,FALSE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-7f5c1f40-3bb7-9410-ae2f-78af82da66e5.htm,112,4,1385000,LYON 2E (69002),2,null,"Autour de la place bellecour, venez découvrir ce somptueux appartement de 112 m2
 conçu pour vous faire vivre une expérience unique au coeur de la presqu'île! Situé aux 5 ème et dernier étage d'une résidence de standing, vous prendrez de la hauteur avec sa terrasse de 20 m2. Ses prestations haut de gamme ont été choisies avec soin dans un style contemporain. Cet appartement prestigieux dispose de 3 chambres dont une suite parentale avec sa salle de bain attenante équipée d'une baignoire. Cet appartement est en frais de notaire réduits aux normes RT2012 il est livré avec un garage en sous sol ! Les honoraires sont à  la charge du vendeur. Contactez Martial BAGNE, Agent commercial OptimHome (RSAC Nème489028043 Greffe de BOURG EN BRESSE) 06 29 33 81 24 http://www.bagne.optimhome.com (réf. 830038252908 / 388744 )
 


 Appartement Lyon 02 69002

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",! Situé aux 5 ème et dernier é,FALSE,TRUE,FALSE,FALSE,FALSE,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-c7de5e7e-4072-b783-9ac3-f23614314b69.htm,112,4,1385000,LYON 2E (69002) | Perrache - Confluence/Bellecour - C...,2,Perrache - Confluence/Bellecour - C...,"LYON 2EME. RARE, rue du Plat à  100 mètres de la place Bellecour, en plein coeur de la
 presqu'île. Magnifique T4 traversant, grand standing de 112 m2 au 5ème étage avec un grand garage en sous sol, très lumineux, dans un immeuble moderne d'excellence avec une adresse de prestige, grande entrée, séjour, cuisine de 47 m2, balcon 20 m2, 3 chambres, salle de bains et salle d'eau, exposition Nord Ouest et Sud. Prestations haut de gamme. Vidéophone. Fibre optique. Système domotique. Brises soleil orientables électriques. Porte blindée 5 points. Carrelage grès cérame 60x60 dans le séjour et la cuisine. Parquet Chêne dans les chambres. Salle de bains avec meuble design et WC suspendu. Chauffage collectif au gaz par chaudière à  condensation. Proche de toutes commodités, commerces, boutiques, restaurants, transports en commun et à  10 minutes des axes autoroutiers et de la gare de Perrache. Pour d'autres biens d'exception dans les mêmes critères qui ne sont pas diffusés, n'hésitez pas à  me contacter. Réseau Immobilier CAPIFRANCE - Votre agent commercial Stéphane SALMON 06 04 45 70 26 - Voir photos (réf.340930882084) sur www.capifrance.fr
 


 Appartement Lyon 02 69002

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,TRUE,FALSE,TRUE,FALSE,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-4b9b6553-62ab-9981-be49-e53ad14547e8.htm,112,4,1385000,LYON 2E (69002) | Bellecour - Carnot,2,Bellecour - Carnot,"Au 5ème et dernier étage, superbe appartement 4 pièces d'une surface de 112m2
 , se composant : d'un hall d'entrée, d'une vaste pièce à  vivre de 37m2 se prolongeant sur une terrasse de 20m2 offrant une vue sur la Basilique de Fourvière, de 3 chambres, d'une salle de bains, d'une salle d'eau, d'un wc indépendant et d'un garage double en sous-sol. Pour plus d'informations, merci de nous contacter au 04 72 15 82 37 Réf. annonce : 69OGI31BE154
 


 Appartement Lyon 02 69002

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,FALSE,TRUE,FALSE,FALSE,FALSE,null,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-a83d928f-85f7-9c39-fbd2-d26ad1c17871.htm,112,4,1385000,LYON 2E (69002),2,null,"A 2 pas de la Place BELLECOUR, adresse recherchée, au sein d'un ensemble immobilier alliant
 le charme de l'ancien et la création de résidences neuves, autour de jardins et patios arborés, zen et réunis par des arcades, rénovation Haut de Gamme et Résidences neuves de Prestige, avec conciergerie, dans une partie ancienne riche en histoire, entièrement revisitée par un architecte et rénovée dans le respect des éléments des années 1780, très beau T4 de 112,33 m2, en dernier étage, 3 expositions Sud/Ouest et Nord, agrémenté d'une terrasse de 20 m2 plein Ouest, vue sur la Basilique de Fourvière et au calme. Un Garage Double en sous-sol sécurisé complète ce bien. Il offre une Entrée avec placard de 15,30 m2, une Pièce de Vie ouvrant sur la Terrasse et espace Cuisine/Salle à  Manger de 47,42 m2, 3 Chambres dont une de 14,15 m2 ouvrant sur la Terrasse, une Salle de Bains de plus de 7 m2, une Salle d'Eau et toilettes séparés. Belle hauteur sous plafond de 3,10 m, triple exposition et grandes ouvertures garantissant une belle luminosité à  longueur de journée. Prestations Haut de Gamme, Parquet chêne massif dans les chambres et la Pièce de Vie. Vidéophone et parties communes très soignées, décorées par un Architecte de renom. Tous commerces, transports à  proximité immédiate. Proche des Ecoles et Facultés, idéal pour investissement, en plein coeur de la Presqu'à¯le. A SAISIR ! 1 385 000 à‚¬ FAI. Dossier complet sur demande et visite privée. Florence REVEL, ART'IMMO, 06.33.20.46.60. Réf. annonce : 1603753
 


 Appartement Lyon 02 69002

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,FALSE,TRUE,FALSE,TRUE,FALSE,null,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-42dee677-13fd-2220-2bc8-552585399459.htm,162,4,1386000,LYON 5E (69005) | Saint-Just - Saint-Irénée - Fourviè...,5,Saint-Just - Saint-Irénée - Fourviè...,"LYON 5 - ST IRENEE. Penthouse exceptionnel de 4 pièces, disposant de 162
 m2 habitables composé d'une pièce à  vivre de 50 m2, une superbe cuisine dinatoire avec sa terrasse, 3 chambres dont une suite parentale avec dressing, salle de bains et une buanderie. Le bien est composé de 3 terrasses de 80 m2 avec vue panoramique sur Lyon. 2 garages, en sous-sol, complètent ce bien. Réf. annonce : A-65245
 


 Appartement Lyon 05 69005

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,FALSE,TRUE,FALSE,FALSE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-d24ec39e-097a-8e7e-f739-7c16a04db7e1.htm,248,7,1450000,LYON 6E (69006),6,null,"Superbe Ancien de 248 m2 dans des plus beaux immeuble de l'Avenue Maréchal FOCH
 , l'appartement a été entièrement rénové très récemment, composé d'une belle entrée, vaste réceptions de 70 m2, cuisine de 18 m2, 4 chambres dont une suite, 1 salle de bains et 2 salles d'eau, buanderie, 3 toilettes. 1 cave et 1 grenier. Réf. annonce : 94092
 


 Appartement Lyon 06 69006

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,FALSE,FALSE,FALSE,FALSE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,logicImmo

http://www.logic-immo.com/detail-vente-c027b3d1-fb5a-9668-7788-5038a04776aa.htm,248,6,1475000,LYON 6E (69006) | Tête d'Or - Vitton,6,Tête d'Or - Vitton,"LYON 6 - FOCH. Rénovation de qualité pour ce grand appartement bourgeois de 248
 m2. Salon et salle à  manger avec cheminée et balcons. Cuisine équipée avec espace repas. Un couloir dessert la chambre parentale avec sa salle de bains, son dressing et balcon, deux chambres en enfilade avec bureaux en mezzanine et salle d'eau. Magnifique co-propriété Un appartement de 48 m2 attenant se compose d'un séjour avec cuisine ouverte, une chambre en mezzanine avec sa salle de bain. Réf. annonce : A-53891
 


 Appartement Lyon 06 69006

 

 
 
 
 Obtenir l'adresse
 
 
 Etre rappelé
 
 
 Demander une visite",#VALUE!,TRUE,FALSE,FALSE,FALSE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,logicImmo
